"","datasetName","Year","Month","individualCount","vernacularName","geometry"
"1779",NA,"2014","06",NA,"squid long finned",c(-67.6514648793595, 44.4777150089701)
"1780",NA,"2011","05",NA,"squid long finned",c(-70.2936171651031, 43.2012335137542)
"1781","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.9415, 43.0147)
"1782","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"1783",NA,"2013","05",NA,"squid long finned",c(-67.9691054076953, 44.1932100740585)
"1784",NA,"2017","06",NA,"squid long finned",c(-67.1653905448031, 44.6487951765299)
"1785",NA,"2013","05",NA,"squid long finned",c(-69.8774903109401, 43.5344550672432)
"1786","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-65.2573, 42.3927)
"1787","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.847833, 42.057667)
"1788",NA,"2016","05",NA,"squid long finned",c(-70.0997854950808, 43.7121651007475)
"1789",NA,"2007","10",NA,"squid long finned",c(-70.2626104910386, 43.1593101899022)
"1790","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.746, 42.908333)
"1791",NA,"2001","10",NA,"squid long finned",c(-69.7655997732808, 43.7025000245469)
"1792",NA,"2013","10",NA,"squid long finned",c(-69.3584951981873, 43.7610500183037)
"1793",NA,"2001","10",NA,"squid long finned",c(-69.6464502620658, 43.7415000281004)
"1794",NA,"2002","11",NA,"squid long finned",c(-67.1001553954398, 44.6147000526216)
"1795","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.669833, 44.735167)
"1796","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.265667, 42.738667)
"1797",NA,"2013","05",NA,"squid long finned",c(-70.5767252202208, 43.2023900248577)
"1798",NA,"2011","05",NA,"squid long finned",c(-68.626958461425, 43.8478666770171)
"1799","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"1800",NA,"2011","10",NA,"squid long finned",c(-69.4863849601931, 43.8270500030433)
"1801",NA,"2018","05",NA,"squid long finned",c(-67.9376004686525, 44.3920101045622)
"1802",NA,"2014","05",NA,"squid long finned",c(-68.4431253514897, 43.9858800466764)
"1803",NA,"2013","10",NA,"squid long finned",c(-68.8485001880996, 43.6213400168686)
"1804","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"1805",NA,"2000","10","1",NA,c(-66.76583, 43.46117)
"1806","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2017","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.7585, 42.5405)
"1807","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"1808","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.754833, 42.272833)
"1809","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"1810",NA,"2001","10",NA,"squid long finned",c(-69.9781503801766, 43.6587500339313)
"1811","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.988833, 42.204333)
"1812","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2012","07",NA,NA,c(-66.0655, 44.8405)
"1813","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"1814","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.265667, 42.738667)
"1815",NA,"2014","09",NA,"squid long finned",c(-70.4098746298278, 42.9816750679941)
"1816","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1817","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-67.105333, 44.142667)
"1818","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.478333, 42.220667)
"1819",NA,"2009","05",NA,"squid long finned",c(-69.0359003690417, 43.9908601034879)
"1820","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
"1821","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.579833, 44.96)
"1822",NA,"2014","10",NA,"squid long finned",c(-68.1306800350702, 44.2888600045662)
"1823",NA,"2002","10","668",NA,c(-70.2645, 42.06133)
"1824","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"1825",NA,"2008","10",NA,"squid long finned",c(-68.1303100007101, 44.2889850015397)
"1826",NA,"2013","05",NA,"squid long finned",c(-70.0800255140864, 43.766225117216)
"1827","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1828","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"1829","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"1830",NA,"2015","10",NA,"squid long finned",c(-69.7393249705973, 43.7193000027293)
"1831","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-65.6057, 44.868)
"1832",NA,"2016","10",NA,"squid long finned",c(-68.412220310548, 43.9199250980213)
"1833",NA,"2006","10",NA,"squid long finned",c(-69.109625189693, 43.8426000165128)
"1834",NA,"2019","05","1",NA,c(-66.6462, 43.4707)
"1835",NA,"2017","10",NA,"squid long finned",c(-69.7095900461945, 43.6331250047896)
"1836","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1837","MARITIMES SPRING RESEARCH VESSEL SURVEY","2020","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.426, 42.6985)
"1838","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2011","07",NA,NA,c(-66.1892, 42.1103)
"1839","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.2505, 42.525833)
"1840","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.847833, 42.057667)
"1841",NA,"2017","11",NA,"squid long finned",c(-67.6670803878456, 44.345325203392)
"1842","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.902833, 42.718167)
"1843",NA,"2019","10",NA,"squid long finned",c(-69.3840778390344, 43.9521506295939)
"1844",NA,"2006","10",NA,"squid long finned",c(-70.5639948813521, 43.0297750116577)
"1845",NA,"2010","10",NA,"squid long finned",c(-70.497585431441, 42.9938651131915)
"1846",NA,"2012","09",NA,"squid long finned",c(-70.2983252168545, 43.5217903308089)
"1847","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1848",NA,"2007","10",NA,"squid long finned",c(-68.4191454998145, 43.9422102624247)
"1849",NA,"2002","10",NA,"squid long finned",c(-70.2805149087123, 43.4225850103145)
"1850",NA,"2014","10",NA,"squid long finned",c(-68.2454005214095, 43.945090158335)
"1851",NA,"2002","10",NA,"squid long finned",c(-70.2421252272678, 43.5229251837357)
"1852","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2012","07",NA,NA,c(-67.1053, 44.1427)
"1853",NA,"2011","11",NA,"squid long finned",c(-67.5803251766713, 44.4122852286844)
"1854","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"1855",NA,"2000","10","106",NA,c(-70.08117, 42.13667)
"1856","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.746, 42.9083)
"1857",NA,"2007","10",NA,"squid long finned",c(-70.1961100067388, 43.4797600040868)
"1858",NA,"2017","10",NA,"squid long finned",c(-69.7695153426592, 43.7287650397931)
"1859",NA,"2014","10",NA,"squid long finned",c(-70.0018402891818, 43.654850098233)
"1860",NA,"2015","06",NA,"squid long finned",c(-67.4169504003839, 44.3586350613751)
"1861","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.698167, 42.477333)
"1862",NA,"2001","10",NA,"squid long finned",c(-69.1179505877923, 43.8060000885457)
"1863",NA,"2013","10",NA,"squid long finned",c(-68.0236147982033, 44.2594000178559)
"1864","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-67.105333, 44.142667)
"1865",NA,"2016","10",NA,"squid long finned",c(-69.1110502270553, 43.8432300211612)
"1866",NA,"2017","10",NA,"squid long finned",c(-69.8992802651422, 43.5182903949078)
"1867",NA,"2013","05",NA,"squid long finned",c(-69.0600499587902, 43.8551850045011)
"1868","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.528, 43.665667)
"1869","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.2562, 44.4193)
"1870",NA,"2007","10",NA,"squid long finned",c(-68.1329650943846, 44.2339750069674)
"1871",NA,"2006","10","383",NA,c(-70.12164, 42.80975)
"1872",NA,"2002","06",NA,"squid long finned",c(-66.9593555566818, 44.7005850850409)
"1873","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"1874","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"1875","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-67.105333, 44.142667)
"1876",NA,"2017","05",NA,"squid long finned",c(-69.357925600722, 43.8111601963294)
"1877",NA,"2008","05",NA,"squid long finned",c(-70.5732602067521, 43.2058750191824)
"1878",NA,"2001","10",NA,"squid long finned",c(-68.7926494811573, 44.1654501522002)
"1879",NA,"2003","11",NA,"squid long finned",c(-68.6262503967832, 43.9103351148256)
"1880","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"1881",NA,"2011","05",NA,"squid long finned",c(-69.0343584524964, 43.881200008712)
"1882","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2013","07",NA,NA,c(-65.1547, 42.5147)
"1883","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.8455, 43.3435)
"1884",NA,"2000","11",NA,"squid long finned",c(-69.7678496255873, 43.7064500927093)
"1885","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1886","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"1887","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.759667, 42.421833)
"1888",NA,"2016","05",NA,"squid long finned",c(-67.7727905142058, 44.4163852137009)
"1889",NA,"2016","10",NA,"squid long finned",c(-68.6541898766968, 43.9102850106687)
"1890",NA,"2002","10",NA,"squid long finned",c(-68.9417651499499, 43.6087250261425)
"1891",NA,"2017","05",NA,"squid long finned",c(-70.000330384359, 43.6550701315016)
"1892",NA,"2008","10",NA,"squid long finned",c(-69.4077053225779, 43.7451250412811)
"1893",NA,"2005","10",NA,"squid long finned",c(-69.2109999195178, 43.7438350064276)
"1894","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.988833, 42.204333)
"1895",NA,"2012","05",NA,"squid long finned",c(-67.886260579577, 44.2662653110268)
"1896","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"1897",NA,"2011","05",NA,"squid long finned",c(-68.1963165451832, 44.2784833464544)
"1898",NA,"2017","10",NA,"squid long finned",c(-70.2573753423168, 43.3980250499109)
"1899",NA,"2007","10",NA,"squid long finned",c(-68.6268352109869, 43.8468750198649)
"1900","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.822, 42.497)
"1901","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.902833, 42.718167)
"1902","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1903",NA,"2006","10","1",NA,c(-70.22694, 42.01352)
"1904","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.961667, 42.219167)
"1905",NA,"2000","04","1",NA,c(-66.36767, 43.63383)
"1906","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-67.678333, 42.085833)
"1907",NA,"2013","06",NA,"squid long finned",c(-67.6639751729553, 44.3700651095775)
"1908","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"1909",NA,"2005","10",NA,"squid long finned",c(-70.198000536321, 43.5055851599963)
"1910",NA,"2009","06",NA,"squid long finned",c(-67.122600662657, 44.6934251808556)
"1911",NA,"2013","10",NA,"squid long finned",c(-68.7894346690904, 44.1604900472083)
"1912","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.573333, 42.716667)
"1913",NA,"2002","10",NA,"squid long finned",c(-69.8647305903167, 43.6052551846311)
"1914",NA,"2012","10",NA,"squid long finned",c(-69.9421356112907, 43.4857401969583)
"1915","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.8455, 43.3435)
"1916",NA,"2018","05",NA,"squid long finned",c(-67.3864204100676, 44.555750295108)
"1917","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"1918","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.822, 42.497)
"1919","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"1920",NA,"2006","10","4",NA,c(-69.41242, 43.51747)
"1921","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"1922","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.2432, 42.6935)
"1923","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"1924","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.265667, 42.738667)
"1925","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1926",NA,"2016","10",NA,"squid long finned",c(-69.699175057197, 43.771335005296)
"1927","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.867333, 44.759167)
"1928",NA,"2014","10",NA,"squid long finned",c(-67.6282805613258, 44.2848852886435)
"1929","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.243167, 42.6935)
"1930","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.4185, 43.232333)
"1931",NA,"2014","10",NA,"squid long finned",c(-70.1911603726698, 43.2568000681777)
"1932","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-66.3998, 43.7937)
"1933",NA,"2013","09",NA,"squid long finned",c(-70.3461254957361, 43.5089251507068)
"1934",NA,"2013","10",NA,"squid long finned",c(-69.0748904058484, 43.5848502608614)
"1935","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1936",NA,"2015","05",NA,"squid long finned",c(-68.3150848096308, 44.2101550482616)
"1937",NA,"2013","09",NA,"squid long finned",c(-70.4685753987613, 43.0601202835854)
"1938",NA,"2017","05",NA,"squid long finned",c(-69.5513449853922, 43.7258750044025)
"1939","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"1940",NA,"2014","10",NA,"squid long finned",c(-68.7446103659153, 43.9921700922172)
"1941","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"1942",NA,"2015","10",NA,"squid long finned",c(-68.1215103873755, 44.0665500585529)
"1943",NA,"2017","05",NA,"squid long finned",c(-69.0621405294968, 43.8208301683387)
"1944","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
"1945","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2013","07",NA,NA,c(-64.1405, 43.2997)
"1946",NA,"2012","10",NA,"squid long finned",c(-69.0833649403049, 43.8640550051662)
"1947",NA,"2001","10",NA,"squid long finned",c(-70.202800584296, 43.5026001604772)
"1948","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.265667, 42.738667)
"1949",NA,"2013","10",NA,"squid long finned",c(-69.6462750933205, 43.791915007595)
"1950",NA,"2017","10",NA,"squid long finned",c(-69.807535357044, 43.6606351182076)
"1951","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2011","07",NA,NA,c(-66.2713, 42.2197)
"1952","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-67.678333, 42.085833)
"1953",NA,"2005","10","12",NA,c(-70.58663, 42.20443)
"1954",NA,"2006","05",NA,"squid long finned",c(-67.7225249843154, 44.4649200025569)
"1955","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2016","07",NA,NA,c(-66.4352, 43.9845)
"1956",NA,"2001","05",NA,"squid long finned",c(-67.6129004276396, 44.2940502810039)
"1957",NA,"2003","11",NA,"squid long finned",c(-68.6454147641771, 43.9210000285047)
"1958","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.445667, 43.4265)
"1959",NA,"2012","05",NA,"squid long finned",c(-69.918759974088, 43.5516500039956)
"1960",NA,"2002","10",NA,"squid long finned",c(-68.701380238993, 43.7892750535867)
"1961",NA,"2015","05",NA,"squid long finned",c(-69.1892855024143, 43.9257252199827)
"1962","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"1963","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.746, 42.908333)
"1964","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.238333, 42.349167)
"1965","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"1966","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.015333, 42.712667)
"1967",NA,"2012","05",NA,"squid long finned",c(-69.745465217356, 43.7010600214592)
"1968",NA,"2007","10","120",NA,c(-70.3324, 42.35758)
"1969",NA,"2013","10",NA,"squid long finned",c(-68.1330649895279, 44.235325004683)
"1970",NA,"2007","06",NA,"squid long finned",c(-67.7642855459065, 44.3347602308575)
"1971","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.238333, 42.349167)
"1972",NA,"2005","10",NA,"squid long finned",c(-68.9403354079435, 43.6122500679426)
"1973","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1974",NA,"2015","10",NA,"squid long finned",c(-69.9196205038631, 43.5057901952274)
"1975",NA,"2012","10",NA,"squid long finned",c(-69.8652954379814, 43.6060050887717)
"1976",NA,"2017","10",NA,"squid long finned",c(-69.1168504234521, 43.8076150857736)
"1977","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.0675, 42.2015)
"1978",NA,"2000","10","3",NA,c(-66.60933, 43.78283)
"1979",NA,"2019","10",NA,"squid long finned",c(-69.6461315156538, 43.7948146632286)
"1980","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.512333, 44.146333)
"1981","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2016","07",NA,NA,c(-66.1703, 42.1463)
"1982",NA,"2011","05",NA,"squid long finned",c(-68.7600330841585, 44.1436750246786)
"1983",NA,"2013","06",NA,"squid long finned",c(-67.7226999165385, 44.4572100063929)
"1984",NA,"2015","10",NA,"squid long finned",c(-68.9360453509864, 44.1831400504748)
"1985","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.243167, 42.6935)
"1986","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"1987","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.900333, 42.163167)
"1988",NA,"2016","10",NA,"squid long finned",c(-68.7010746405934, 43.7853150840144)
"1989",NA,"2015","10",NA,"squid long finned",c(-68.792524734402, 44.1664000297967)
"1990","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1991",NA,"2010","10",NA,"squid long finned",c(-70.0045252863616, 43.6531901080241)
"1992",NA,"2013","09",NA,"squid long finned",c(-70.6664054019856, 42.9360651497944)
